Vdd,Cload (fF),Slew (ps),Temp (C),Wp (um),Gate_ID,Power (uW)
0.7,1.0,10.0,-40,0.18,2,0.029
0.7,1.0,10.0,-40,0.36,2,0.035
0.7,1.0,10.0,-25,0.18,2,0.028
0.7,1.0,10.0,-25,0.36,2,0.034
0.7,1.0,10.0,0,0.18,2,0.028
0.7,1.0,10.0,0,0.36,2,0.035
0.7,1.0,10.0,25,0.18,2,0.028
0.7,1.0,10.0,25,0.36,2,0.035
0.7,1.0,10.0,75,0.18,2,0.028
0.7,1.0,10.0,75,0.36,2,0.035
0.7,1.0,10.0,100,0.18,2,0.028
0.7,1.0,10.0,100,0.36,2,0.035
0.7,1.0,10.0,125,0.18,2,0.028
0.7,1.0,10.0,125,0.36,2,0.036
0.7,1.0,50.0,-40,0.18,2,0.045
0.7,1.0,50.0,-40,0.36,2,0.053
0.7,1.0,50.0,-25,0.18,2,0.043
0.7,1.0,50.0,-25,0.36,2,0.05
0.7,1.0,50.0,0,0.18,2,0.041
0.7,1.0,50.0,0,0.36,2,0.048
0.7,1.0,50.0,25,0.18,2,0.039
0.7,1.0,50.0,25,0.36,2,0.046
0.7,1.0,50.0,75,0.18,2,0.037
0.7,1.0,50.0,75,0.36,2,0.041
0.7,1.0,50.0,100,0.18,2,0.036
0.7,1.0,50.0,100,0.36,2,0.043
0.7,1.0,50.0,125,0.18,2,0.035
0.7,1.0,50.0,125,0.36,2,0.042
0.7,1.0,100.0,-40,0.18,2,0.044
0.7,1.0,100.0,-40,0.36,2,0.05
0.7,1.0,100.0,-25,0.18,2,0.044
0.7,1.0,100.0,-25,0.36,2,0.05
0.7,1.0,100.0,0,0.18,2,0.045
0.7,1.0,100.0,0,0.36,2,0.054
0.7,1.0,100.0,25,0.18,2,0.048
0.7,1.0,100.0,25,0.36,2,0.056
0.7,1.0,100.0,75,0.18,2,0.045
0.7,1.0,100.0,75,0.36,2,0.05
0.7,1.0,100.0,100,0.18,2,0.042
0.7,1.0,100.0,100,0.36,2,0.052
0.7,1.0,100.0,125,0.18,2,0.042
0.7,1.0,100.0,125,0.36,2,0.05
0.7,1.0,200.0,-40,0.18,2,0.035
0.7,1.0,200.0,-40,0.36,2,0.049
0.7,1.0,200.0,-25,0.18,2,0.035
0.7,1.0,200.0,-25,0.36,2,0.046
0.7,1.0,200.0,0,0.18,2,0.038
0.7,1.0,200.0,0,0.36,2,0.046
0.7,1.0,200.0,25,0.18,2,0.041
0.7,1.0,200.0,25,0.36,2,0.053
0.7,1.0,200.0,75,0.18,2,0.045
0.7,1.0,200.0,75,0.36,2,0.046
0.7,1.0,200.0,100,0.18,2,0.042
0.7,1.0,200.0,100,0.36,2,0.052
0.7,1.0,200.0,125,0.18,2,0.046
0.7,1.0,200.0,125,0.36,2,0.052
0.7,1.0,400.0,-40,0.18,2,0.043
0.7,1.0,400.0,-40,0.36,2,0.05
0.7,1.0,400.0,-25,0.18,2,0.037
0.7,1.0,400.0,-25,0.36,2,0.048
0.7,1.0,400.0,0,0.18,2,0.042
0.7,1.0,400.0,0,0.36,2,0.051
0.7,1.0,400.0,25,0.18,2,0.035
0.7,1.0,400.0,25,0.36,2,0.053
0.7,1.0,400.0,75,0.18,2,0.038
0.7,1.0,400.0,75,0.36,2,0.054
0.7,1.0,400.0,100,0.18,2,0.039
0.7,1.0,400.0,100,0.36,2,0.046
0.7,1.0,400.0,125,0.18,2,0.041
0.7,1.0,400.0,125,0.36,2,0.048
0.7,5.45,10.0,-40,0.18,2,0.086
0.7,5.45,10.0,-40,0.36,2,0.093
0.7,5.45,10.0,-25,0.18,2,0.087
0.7,5.45,10.0,-25,0.36,2,0.093
0.7,5.45,10.0,0,0.18,2,0.086
0.7,5.45,10.0,0,0.36,2,0.093
0.7,5.45,10.0,25,0.18,2,0.084
0.7,5.45,10.0,25,0.36,2,0.091
0.7,5.45,10.0,75,0.18,2,0.087
0.7,5.45,10.0,75,0.36,2,0.094
0.7,5.45,10.0,100,0.18,2,0.087
0.7,5.45,10.0,100,0.36,2,0.093
0.7,5.45,10.0,125,0.18,2,0.086
0.7,5.45,10.0,125,0.36,2,0.092
0.7,5.45,50.0,-40,0.18,2,0.101
0.7,5.45,50.0,-40,0.36,2,0.109
0.7,5.45,50.0,-25,0.18,2,0.1
0.7,5.45,50.0,-25,0.36,2,0.108
0.7,5.45,50.0,0,0.18,2,0.1
0.7,5.45,50.0,0,0.36,2,0.108
0.7,5.45,50.0,25,0.18,2,0.097
0.7,5.45,50.0,25,0.36,2,0.102
0.7,5.45,50.0,75,0.18,2,0.095
0.7,5.45,50.0,75,0.36,2,0.1
0.7,5.45,50.0,100,0.18,2,0.095
0.7,5.45,50.0,100,0.36,2,0.102
0.7,5.45,50.0,125,0.18,2,0.094
0.7,5.45,50.0,125,0.36,2,0.1
0.7,5.45,100.0,-40,0.18,2,0.121
0.7,5.45,100.0,-40,0.36,2,0.122
0.7,5.45,100.0,-25,0.18,2,0.119
0.7,5.45,100.0,-25,0.36,2,0.13
0.7,5.45,100.0,0,0.18,2,0.109
0.7,5.45,100.0,0,0.36,2,0.123
0.7,5.45,100.0,25,0.18,2,0.112
0.7,5.45,100.0,25,0.36,2,0.118
0.7,5.45,100.0,75,0.18,2,0.104
0.7,5.45,100.0,75,0.36,2,0.111
0.7,5.45,100.0,100,0.18,2,0.106
0.7,5.45,100.0,100,0.36,2,0.108
0.7,5.45,100.0,125,0.18,2,0.104
0.7,5.45,100.0,125,0.36,2,0.108
0.7,5.45,200.0,-40,0.18,2,0.149
0.7,5.45,200.0,-40,0.36,2,0.147
0.7,5.45,200.0,-25,0.18,2,0.141
0.7,5.45,200.0,-25,0.36,2,0.132
0.7,5.45,200.0,0,0.18,2,0.132
0.7,5.45,200.0,0,0.36,2,0.129
0.7,5.45,200.0,25,0.18,2,0.131
0.7,5.45,200.0,25,0.36,2,0.133
0.7,5.45,200.0,75,0.18,2,0.126
0.7,5.45,200.0,75,0.36,2,0.13
0.7,5.45,200.0,100,0.18,2,0.116
0.7,5.45,200.0,100,0.36,2,0.127
0.7,5.45,200.0,125,0.18,2,0.117
0.7,5.45,200.0,125,0.36,2,0.125
0.7,5.45,400.0,-40,0.18,2,0.157
0.7,5.45,400.0,-40,0.36,2,0.168
0.7,5.45,400.0,-25,0.18,2,0.157
0.7,5.45,400.0,-25,0.36,2,0.169
0.7,5.45,400.0,0,0.18,2,0.16
0.7,5.45,400.0,0,0.36,2,0.169
0.7,5.45,400.0,25,0.18,2,0.159
0.7,5.45,400.0,25,0.36,2,0.165
0.7,5.45,400.0,75,0.18,2,0.149
0.7,5.45,400.0,75,0.36,2,0.153
0.7,5.45,400.0,100,0.18,2,0.145
0.7,5.45,400.0,100,0.36,2,0.148
0.7,5.45,400.0,125,0.18,2,0.14
0.7,5.45,400.0,125,0.36,2,0.144
0.7,9.91,10.0,-40,0.18,2,0.14
0.7,9.91,10.0,-40,0.36,2,0.147
0.7,9.91,10.0,-25,0.18,2,0.142
0.7,9.91,10.0,-25,0.36,2,0.15
0.7,9.91,10.0,0,0.18,2,0.144
0.7,9.91,10.0,0,0.36,2,0.149
0.7,9.91,10.0,25,0.18,2,0.143
0.7,9.91,10.0,25,0.36,2,0.148
0.7,9.91,10.0,75,0.18,2,0.141
0.7,9.91,10.0,75,0.36,2,0.147
0.7,9.91,10.0,100,0.18,2,0.139
0.7,9.91,10.0,100,0.36,2,0.148
0.7,9.91,10.0,125,0.18,2,0.138
0.7,9.91,10.0,125,0.36,2,0.151
0.7,9.91,50.0,-40,0.18,2,0.155
0.7,9.91,50.0,-40,0.36,2,0.166
0.7,9.91,50.0,-25,0.18,2,0.155
0.7,9.91,50.0,-25,0.36,2,0.164
0.7,9.91,50.0,0,0.18,2,0.158
0.7,9.91,50.0,0,0.36,2,0.163
0.7,9.91,50.0,25,0.18,2,0.156
0.7,9.91,50.0,25,0.36,2,0.159
0.7,9.91,50.0,75,0.18,2,0.151
0.7,9.91,50.0,75,0.36,2,0.156
0.7,9.91,50.0,100,0.18,2,0.148
0.7,9.91,50.0,100,0.36,2,0.155
0.7,9.91,50.0,125,0.18,2,0.146
0.7,9.91,50.0,125,0.36,2,0.158
0.7,9.91,100.0,-40,0.18,2,0.181
0.7,9.91,100.0,-40,0.36,2,0.188
0.7,9.91,100.0,-25,0.18,2,0.174
0.7,9.91,100.0,-25,0.36,2,0.177
0.7,9.91,100.0,0,0.18,2,0.172
0.7,9.91,100.0,0,0.36,2,0.182
0.7,9.91,100.0,25,0.18,2,0.166
0.7,9.91,100.0,25,0.36,2,0.177
0.7,9.91,100.0,75,0.18,2,0.16
0.7,9.91,100.0,75,0.36,2,0.169
0.7,9.91,100.0,100,0.18,2,0.156
0.7,9.91,100.0,100,0.36,2,0.169
0.7,9.91,100.0,125,0.18,2,0.156
0.7,9.91,100.0,125,0.36,2,0.164
0.7,9.91,200.0,-40,0.18,2,0.202
0.7,9.91,200.0,-40,0.36,2,0.206
0.7,9.91,200.0,-25,0.18,2,0.199
0.7,9.91,200.0,-25,0.36,2,0.199
0.7,9.91,200.0,0,0.18,2,0.195
0.7,9.91,200.0,0,0.36,2,0.194
0.7,9.91,200.0,25,0.18,2,0.187
0.7,9.91,200.0,25,0.36,2,0.189
0.7,9.91,200.0,75,0.18,2,0.182
0.7,9.91,200.0,75,0.36,2,0.19
0.7,9.91,200.0,100,0.18,2,0.173
0.7,9.91,200.0,100,0.36,2,0.188
0.7,9.91,200.0,125,0.18,2,0.17
0.7,9.91,200.0,125,0.36,2,0.184
0.7,9.91,400.0,-40,0.18,2,0.263
0.7,9.91,400.0,-40,0.36,2,0.261
0.7,9.91,400.0,-25,0.18,2,0.254
0.7,9.91,400.0,-25,0.36,2,0.255
0.7,9.91,400.0,0,0.18,2,0.241
0.7,9.91,400.0,0,0.36,2,0.245
0.7,9.91,400.0,25,0.18,2,0.231
0.7,9.91,400.0,25,0.36,2,0.236
0.7,9.91,400.0,75,0.18,2,0.213
0.7,9.91,400.0,75,0.36,2,0.218
0.7,9.91,400.0,100,0.18,2,0.203
0.7,9.91,400.0,100,0.36,2,0.211
0.7,9.91,400.0,125,0.18,2,0.196
0.7,9.91,400.0,125,0.36,2,0.206
0.7,14.36,10.0,-40,0.18,2,0.194
0.7,14.36,10.0,-40,0.36,2,0.201
0.7,14.36,10.0,-25,0.18,2,0.195
0.7,14.36,10.0,-25,0.36,2,0.202
0.7,14.36,10.0,0,0.18,2,0.199
0.7,14.36,10.0,0,0.36,2,0.206
0.7,14.36,10.0,25,0.18,2,0.197
0.7,14.36,10.0,25,0.36,2,0.202
0.7,14.36,10.0,75,0.18,2,0.193
0.7,14.36,10.0,75,0.36,2,0.206
0.7,14.36,10.0,100,0.18,2,0.192
0.7,14.36,10.0,100,0.36,2,0.206
0.7,14.36,10.0,125,0.18,2,0.192
0.7,14.36,10.0,125,0.36,2,0.206
0.7,14.36,50.0,-40,0.18,2,0.212
0.7,14.36,50.0,-40,0.36,2,0.22
0.7,14.36,50.0,-25,0.18,2,0.211
0.7,14.36,50.0,-25,0.36,2,0.218
0.7,14.36,50.0,0,0.18,2,0.211
0.7,14.36,50.0,0,0.36,2,0.217
0.7,14.36,50.0,25,0.18,2,0.21
0.7,14.36,50.0,25,0.36,2,0.216
0.7,14.36,50.0,75,0.18,2,0.203
0.7,14.36,50.0,75,0.36,2,0.215
0.7,14.36,50.0,100,0.18,2,0.201
0.7,14.36,50.0,100,0.36,2,0.212
0.7,14.36,50.0,125,0.18,2,0.199
0.7,14.36,50.0,125,0.36,2,0.215
0.7,14.36,100.0,-40,0.18,2,0.233
0.7,14.36,100.0,-40,0.36,2,0.24
0.7,14.36,100.0,-25,0.18,2,0.229
0.7,14.36,100.0,-25,0.36,2,0.237
0.7,14.36,100.0,0,0.18,2,0.224
0.7,14.36,100.0,0,0.36,2,0.234
0.7,14.36,100.0,25,0.18,2,0.222
0.7,14.36,100.0,25,0.36,2,0.233
0.7,14.36,100.0,75,0.18,2,0.212
0.7,14.36,100.0,75,0.36,2,0.225
0.7,14.36,100.0,100,0.18,2,0.208
0.7,14.36,100.0,100,0.36,2,0.223
0.7,14.36,100.0,125,0.18,2,0.209
0.7,14.36,100.0,125,0.36,2,0.221
0.7,14.36,200.0,-40,0.18,2,0.256
0.7,14.36,200.0,-40,0.36,2,0.263
0.7,14.36,200.0,-25,0.18,2,0.258
0.7,14.36,200.0,-25,0.36,2,0.258
0.7,14.36,200.0,0,0.18,2,0.25
0.7,14.36,200.0,0,0.36,2,0.25
0.7,14.36,200.0,25,0.18,2,0.244
0.7,14.36,200.0,25,0.36,2,0.245
0.7,14.36,200.0,75,0.18,2,0.234
0.7,14.36,200.0,75,0.36,2,0.239
0.7,14.36,200.0,100,0.18,2,0.228
0.7,14.36,200.0,100,0.36,2,0.243
0.7,14.36,200.0,125,0.18,2,0.223
0.7,14.36,200.0,125,0.36,2,0.238
0.7,14.36,400.0,-40,0.18,2,0.328
0.7,14.36,400.0,-40,0.36,2,0.329
0.7,14.36,400.0,-25,0.18,2,0.317
0.7,14.36,400.0,-25,0.36,2,0.32
0.7,14.36,400.0,0,0.18,2,0.301
0.7,14.36,400.0,0,0.36,2,0.302
0.7,14.36,400.0,25,0.18,2,0.296
0.7,14.36,400.0,25,0.36,2,0.297
0.7,14.36,400.0,75,0.18,2,0.267
0.7,14.36,400.0,75,0.36,2,0.275
0.7,14.36,400.0,100,0.18,2,0.257
0.7,14.36,400.0,100,0.36,2,0.271
0.7,14.36,400.0,125,0.18,2,0.25
0.7,14.36,400.0,125,0.36,2,0.266
0.7,18.82,10.0,-40,0.18,2,0.252
0.7,18.82,10.0,-40,0.36,2,0.259
0.7,18.82,10.0,-25,0.18,2,0.253
0.7,18.82,10.0,-25,0.36,2,0.258
0.7,18.82,10.0,0,0.18,2,0.252
0.7,18.82,10.0,0,0.36,2,0.269
0.7,18.82,10.0,25,0.18,2,0.25
0.7,18.82,10.0,25,0.36,2,0.264
0.7,18.82,10.0,75,0.18,2,0.247
0.7,18.82,10.0,75,0.36,2,0.263
0.7,18.82,10.0,100,0.18,2,0.246
0.7,18.82,10.0,100,0.36,2,0.262
0.7,18.82,10.0,125,0.18,2,0.246
0.7,18.82,10.0,125,0.36,2,0.259
0.7,18.82,50.0,-40,0.18,2,0.266
0.7,18.82,50.0,-40,0.36,2,0.279
0.7,18.82,50.0,-25,0.18,2,0.266
0.7,18.82,50.0,-25,0.36,2,0.279
0.7,18.82,50.0,0,0.18,2,0.264
0.7,18.82,50.0,0,0.36,2,0.277
0.7,18.82,50.0,25,0.18,2,0.263
0.7,18.82,50.0,25,0.36,2,0.274
0.7,18.82,50.0,75,0.18,2,0.256
0.7,18.82,50.0,75,0.36,2,0.271
0.7,18.82,50.0,100,0.18,2,0.254
0.7,18.82,50.0,100,0.36,2,0.268
0.7,18.82,50.0,125,0.18,2,0.253
0.7,18.82,50.0,125,0.36,2,0.269
0.7,18.82,100.0,-40,0.18,2,0.292
0.7,18.82,100.0,-40,0.36,2,0.295
0.7,18.82,100.0,-25,0.18,2,0.291
0.7,18.82,100.0,-25,0.36,2,0.294
0.7,18.82,100.0,0,0.18,2,0.282
0.7,18.82,100.0,0,0.36,2,0.294
0.7,18.82,100.0,25,0.18,2,0.274
0.7,18.82,100.0,25,0.36,2,0.291
0.7,18.82,100.0,75,0.18,2,0.265
0.7,18.82,100.0,75,0.36,2,0.282
0.7,18.82,100.0,100,0.18,2,0.261
0.7,18.82,100.0,100,0.36,2,0.28
0.7,18.82,100.0,125,0.18,2,0.262
0.7,18.82,100.0,125,0.36,2,0.275
0.7,18.82,200.0,-40,0.18,2,0.314
0.7,18.82,200.0,-40,0.36,2,0.319
0.7,18.82,200.0,-25,0.18,2,0.312
0.7,18.82,200.0,-25,0.36,2,0.315
0.7,18.82,200.0,0,0.18,2,0.306
0.7,18.82,200.0,0,0.36,2,0.31
0.7,18.82,200.0,25,0.18,2,0.299
0.7,18.82,200.0,25,0.36,2,0.304
0.7,18.82,200.0,75,0.18,2,0.286
0.7,18.82,200.0,75,0.36,2,0.304
0.7,18.82,200.0,100,0.18,2,0.281
0.7,18.82,200.0,100,0.36,2,0.298
0.7,18.82,200.0,125,0.18,2,0.277
0.7,18.82,200.0,125,0.36,2,0.295
0.7,18.82,400.0,-40,0.18,2,0.384
0.7,18.82,400.0,-40,0.36,2,0.384
0.7,18.82,400.0,-25,0.18,2,0.373
0.7,18.82,400.0,-25,0.36,2,0.379
0.7,18.82,400.0,0,0.18,2,0.361
0.7,18.82,400.0,0,0.36,2,0.365
0.7,18.82,400.0,25,0.18,2,0.344
0.7,18.82,400.0,25,0.36,2,0.351
0.7,18.82,400.0,75,0.18,2,0.32
0.7,18.82,400.0,75,0.36,2,0.338
0.7,18.82,400.0,100,0.18,2,0.311
0.7,18.82,400.0,100,0.36,2,0.332
0.7,18.82,400.0,125,0.18,2,0.304
0.7,18.82,400.0,125,0.36,2,0.322
0.7,23.27,10.0,-40,0.36,2,0.314
0.7,23.27,10.0,-25,0.18,2,0.307
0.7,23.27,10.0,-25,0.36,2,0.32
0.7,23.27,10.0,0,0.18,2,0.305
0.7,23.27,10.0,0,0.36,2,0.323
0.7,23.27,10.0,25,0.18,2,0.303
0.7,23.27,10.0,25,0.36,2,0.323
0.7,23.27,10.0,75,0.18,2,0.301
0.7,23.27,10.0,75,0.36,2,0.317
0.7,23.27,10.0,100,0.18,2,0.3
0.7,23.27,10.0,100,0.36,2,0.314
0.7,23.27,10.0,125,0.18,2,0.3
0.7,23.27,10.0,125,0.36,2,0.312
0.7,23.27,50.0,-40,0.18,2,0.323
0.7,23.27,50.0,-40,0.36,2,0.331
0.7,23.27,50.0,-25,0.18,2,0.321
0.7,23.27,50.0,-25,0.36,2,0.33
0.7,23.27,50.0,0,0.18,2,0.317
0.7,23.27,50.0,0,0.36,2,0.331
0.7,23.27,50.0,25,0.18,2,0.316
0.7,23.27,50.0,25,0.36,2,0.331
0.7,23.27,50.0,75,0.18,2,0.31
0.7,23.27,50.0,75,0.36,2,0.325
0.7,23.27,50.0,100,0.18,2,0.308
0.7,23.27,50.0,100,0.36,2,0.321
0.7,23.27,50.0,125,0.18,2,0.307
0.7,23.27,50.0,125,0.36,2,0.321
0.7,23.27,100.0,-40,0.18,2,0.345
0.7,23.27,100.0,-40,0.36,2,0.349
0.7,23.27,100.0,-25,0.18,2,0.344
0.7,23.27,100.0,-25,0.36,2,0.343
0.7,23.27,100.0,0,0.18,2,0.332
0.7,23.27,100.0,0,0.36,2,0.348
0.7,23.27,100.0,25,0.18,2,0.327
0.7,23.27,100.0,25,0.36,2,0.349
0.7,23.27,100.0,75,0.18,2,0.318
0.7,23.27,100.0,75,0.36,2,0.338
0.7,23.27,100.0,100,0.18,2,0.315
0.7,23.27,100.0,100,0.36,2,0.332
0.7,23.27,100.0,125,0.18,2,0.317
0.7,23.27,100.0,125,0.36,2,0.328
0.7,23.27,200.0,-40,0.18,2,0.372
0.7,23.27,200.0,-40,0.36,2,0.379
0.7,23.27,200.0,-25,0.18,2,0.37
0.7,23.27,200.0,-25,0.36,2,0.374
0.7,23.27,200.0,0,0.18,2,0.361
0.7,23.27,200.0,0,0.36,2,0.368
0.7,23.27,200.0,25,0.18,2,0.357
0.7,23.27,200.0,25,0.36,2,0.371
0.7,23.27,200.0,75,0.18,2,0.341
0.7,23.27,200.0,75,0.36,2,0.355
0.7,23.27,200.0,100,0.18,2,0.335
0.7,23.27,200.0,100,0.36,2,0.351
0.7,23.27,200.0,125,0.18,2,0.331
0.7,23.27,200.0,125,0.36,2,0.347
0.7,23.27,400.0,-40,0.18,2,0.442
0.7,23.27,400.0,-40,0.36,2,0.447
0.7,23.27,400.0,-25,0.18,2,0.435
0.7,23.27,400.0,-25,0.36,2,0.438
0.7,23.27,400.0,0,0.18,2,0.42
0.7,23.27,400.0,0,0.36,2,0.423
0.7,23.27,400.0,25,0.18,2,0.401
0.7,23.27,400.0,25,0.36,2,0.414
0.7,23.27,400.0,75,0.18,2,0.374
0.7,23.27,400.0,75,0.36,2,0.395
0.7,23.27,400.0,100,0.18,2,0.365
0.7,23.27,400.0,100,0.36,2,0.383
0.7,23.27,400.0,125,0.18,2,0.358
0.7,23.27,400.0,125,0.36,2,0.375
0.7,27.73,10.0,-40,0.18,2,0.362
0.7,27.73,10.0,-40,0.36,2,0.37
0.7,27.73,10.0,-25,0.18,2,0.361
0.7,27.73,10.0,-25,0.36,2,0.371
0.7,27.73,10.0,0,0.18,2,0.358
0.7,27.73,10.0,0,0.36,2,0.376
0.7,27.73,10.0,25,0.18,2,0.357
0.7,27.73,10.0,25,0.36,2,0.376
0.7,27.73,10.0,75,0.18,2,0.355
0.7,27.73,10.0,75,0.36,2,0.369
0.7,27.73,10.0,100,0.18,2,0.354
0.7,27.73,10.0,100,0.36,2,0.367
0.7,27.73,10.0,125,0.18,2,0.354
0.7,27.73,10.0,125,0.36,2,0.366
0.7,27.73,50.0,-40,0.18,2,0.379
0.7,27.73,50.0,-40,0.36,2,0.39
0.7,27.73,50.0,-25,0.18,2,0.375
0.7,27.73,50.0,-25,0.36,2,0.388
0.7,27.73,50.0,0,0.18,2,0.37
0.7,27.73,50.0,0,0.36,2,0.39
0.7,27.73,50.0,25,0.18,2,0.369
0.7,27.73,50.0,25,0.36,2,0.388
0.7,27.73,50.0,75,0.18,2,0.364
0.7,27.73,50.0,75,0.36,2,0.377
0.7,27.73,50.0,100,0.18,2,0.362
0.7,27.73,50.0,100,0.36,2,0.374
0.7,27.73,50.0,125,0.18,2,0.361
0.7,27.73,50.0,125,0.36,2,0.375
0.7,27.73,100.0,-40,0.18,2,0.403
0.7,27.73,100.0,-40,0.36,2,0.406
0.7,27.73,100.0,-25,0.18,2,0.397
0.7,27.73,100.0,-25,0.36,2,0.411
0.7,27.73,100.0,0,0.18,2,0.387
0.7,27.73,100.0,0,0.36,2,0.408
0.7,27.73,100.0,25,0.18,2,0.38
0.7,27.73,100.0,25,0.36,2,0.406
0.7,27.73,100.0,75,0.18,2,0.372
0.7,27.73,100.0,75,0.36,2,0.391
0.7,27.73,100.0,100,0.18,2,0.37
0.7,27.73,100.0,100,0.36,2,0.385
0.7,27.73,100.0,125,0.18,2,0.371
0.7,27.73,100.0,125,0.36,2,0.382
0.7,27.73,200.0,-40,0.18,2,0.428
0.7,27.73,200.0,-40,0.36,2,0.431
0.7,27.73,200.0,-25,0.18,2,0.424
0.7,27.73,200.0,-25,0.36,2,0.428
0.7,27.73,200.0,0,0.18,2,0.416
0.7,27.73,200.0,0,0.36,2,0.436
0.7,27.73,200.0,25,0.18,2,0.41
0.7,27.73,200.0,25,0.36,2,0.431
0.7,27.73,200.0,75,0.18,2,0.395
0.7,27.73,200.0,75,0.36,2,0.408
0.7,27.73,200.0,100,0.18,2,0.389
0.7,27.73,200.0,100,0.36,2,0.404
0.7,27.73,200.0,125,0.18,2,0.384
0.7,27.73,200.0,125,0.36,2,0.396
0.7,27.73,400.0,-40,0.18,2,0.501
0.7,27.73,400.0,-40,0.36,2,0.514
0.7,27.73,400.0,-25,0.18,2,0.489
0.7,27.73,400.0,-25,0.36,2,0.496
0.7,27.73,400.0,0,0.18,2,0.471
0.7,27.73,400.0,0,0.36,2,0.481
0.7,27.73,400.0,25,0.18,2,0.452
0.7,27.73,400.0,25,0.36,2,0.474
0.7,27.73,400.0,75,0.18,2,0.428
0.7,27.73,400.0,75,0.36,2,0.448
0.7,27.73,400.0,100,0.18,2,0.419
0.7,27.73,400.0,100,0.36,2,0.437
0.7,27.73,400.0,125,0.18,2,0.412
0.7,27.73,400.0,125,0.36,2,0.43
0.7,32.18,10.0,-40,0.18,2,0.416
0.7,32.18,10.0,-40,0.36,2,0.424
0.7,32.18,10.0,-25,0.18,2,0.414
0.7,32.18,10.0,-25,0.36,2,0.427
0.7,32.18,10.0,0,0.18,2,0.412
0.7,32.18,10.0,0,0.36,2,0.433
0.7,32.18,10.0,25,0.18,2,0.411
0.7,32.18,10.0,25,0.36,2,0.43
0.7,32.18,10.0,75,0.18,2,0.409
0.7,32.18,10.0,75,0.36,2,0.422
0.7,32.18,10.0,100,0.18,2,0.408
0.7,32.18,10.0,100,0.36,2,0.421
0.7,32.18,10.0,125,0.18,2,0.408
0.7,32.18,10.0,125,0.36,2,0.42
0.7,32.18,50.0,-40,0.18,2,0.432
0.7,32.18,50.0,-40,0.36,2,0.447
0.7,32.18,50.0,-25,0.18,2,0.428
0.7,32.18,50.0,-25,0.36,2,0.446
0.7,32.18,50.0,0,0.18,2,0.423
0.7,32.18,50.0,0,0.36,2,0.446
0.7,32.18,50.0,25,0.18,2,0.423
0.7,32.18,50.0,25,0.36,2,0.441
0.7,32.18,50.0,75,0.18,2,0.418
0.7,32.18,50.0,75,0.36,2,0.43
0.7,32.18,50.0,100,0.18,2,0.417
0.7,32.18,50.0,100,0.36,2,0.427
0.7,32.18,50.0,125,0.18,2,0.416
0.7,32.18,50.0,125,0.36,2,0.429
0.7,32.18,100.0,-40,0.18,2,0.456
0.7,32.18,100.0,-40,0.36,2,0.463
0.7,32.18,100.0,-25,0.18,2,0.449
0.7,32.18,100.0,-25,0.36,2,0.463
0.7,32.18,100.0,0,0.18,2,0.44
0.7,32.18,100.0,0,0.36,2,0.463
0.7,32.18,100.0,25,0.18,2,0.434
0.7,32.18,100.0,25,0.36,2,0.459
0.7,32.18,100.0,75,0.18,2,0.426
0.7,32.18,100.0,75,0.36,2,0.444
0.7,32.18,100.0,100,0.18,2,0.424
0.7,32.18,100.0,100,0.36,2,0.439
0.7,32.18,100.0,125,0.18,2,0.425
0.7,32.18,100.0,125,0.36,2,0.435
0.7,32.18,200.0,-40,0.18,2,0.49
0.7,32.18,200.0,-40,0.36,2,0.5
0.7,32.18,200.0,-25,0.18,2,0.484
0.7,32.18,200.0,-25,0.36,2,0.502
0.7,32.18,200.0,0,0.18,2,0.47
0.7,32.18,200.0,0,0.36,2,0.497
0.7,32.18,200.0,25,0.18,2,0.463
0.7,32.18,200.0,25,0.36,2,0.483
0.7,32.18,200.0,75,0.18,2,0.448
0.7,32.18,200.0,75,0.36,2,0.461
0.7,32.18,200.0,100,0.18,2,0.443
0.7,32.18,200.0,100,0.36,2,0.457
0.7,32.18,200.0,125,0.18,2,0.439
0.7,32.18,200.0,125,0.36,2,0.452
0.7,32.18,400.0,-40,0.18,2,0.556
0.7,32.18,400.0,-40,0.36,2,0.558
0.7,32.18,400.0,-25,0.18,2,0.541
0.7,32.18,400.0,-25,0.36,2,0.548
0.7,32.18,400.0,0,0.18,2,0.524
0.7,32.18,400.0,0,0.36,2,0.543
0.7,32.18,400.0,25,0.18,2,0.509
0.7,32.18,400.0,25,0.36,2,0.531
0.7,32.18,400.0,75,0.18,2,0.483
0.7,32.18,400.0,75,0.36,2,0.502
0.7,32.18,400.0,100,0.18,2,0.473
0.7,32.18,400.0,100,0.36,2,0.49
0.7,32.18,400.0,125,0.18,2,0.467
0.7,32.18,400.0,125,0.36,2,0.482
0.7,36.64,10.0,-40,0.18,2,0.469
0.7,36.64,10.0,-40,0.36,2,0.483
0.7,36.64,10.0,-25,0.18,2,0.468
0.7,36.64,10.0,-25,0.36,2,0.486
0.7,36.64,10.0,0,0.18,2,0.466
0.7,36.64,10.0,0,0.36,2,0.487
0.7,36.64,10.0,25,0.18,2,0.465
0.7,36.64,10.0,25,0.36,2,0.482
0.7,36.64,10.0,75,0.18,2,0.463
0.7,36.64,10.0,75,0.36,2,0.476
0.7,36.64,10.0,100,0.18,2,0.463
0.7,36.64,10.0,100,0.36,2,0.474
0.7,36.64,10.0,125,0.18,2,0.463
0.7,36.64,10.0,125,0.36,2,0.474
0.7,36.64,50.0,-40,0.18,2,0.485
