Vdd,Cload (fF),Slew (ps),Temp (C),Wp (um),Gate_ID,Power (uW)
0.8,50.0,400.0,-25,0.36,3,4.946
0.8,50.0,400.0,0,0.18,3,2.25
0.8,50.0,400.0,0,0.36,3,4.185
0.8,50.0,400.0,25,0.18,3,1.845
0.8,50.0,400.0,25,0.36,3,3.507
0.8,50.0,400.0,75,0.18,3,1.318
0.8,50.0,400.0,75,0.36,3,2.565
0.8,50.0,400.0,100,0.18,3,1.141
0.8,50.0,400.0,100,0.36,3,2.239
0.8,50.0,400.0,125,0.18,3,1.001
0.8,50.0,400.0,125,0.36,3,1.977
0.9,1.0,10.0,-40,0.18,3,0.241
0.9,1.0,10.0,-40,0.36,3,0.324
0.9,1.0,10.0,-25,0.18,3,0.243
0.9,1.0,10.0,-25,0.36,3,0.33
0.9,1.0,10.0,0,0.18,3,0.248
0.9,1.0,10.0,0,0.36,3,0.338
0.9,1.0,10.0,25,0.18,3,0.252
0.9,1.0,10.0,25,0.36,3,0.347
0.9,1.0,10.0,75,0.18,3,0.26
0.9,1.0,10.0,75,0.36,3,0.362
0.9,1.0,10.0,100,0.18,3,0.263
0.9,1.0,10.0,100,0.36,3,0.369
0.9,1.0,10.0,125,0.18,3,0.267
0.9,1.0,10.0,125,0.36,3,0.375
0.9,1.0,50.0,-40,0.18,3,0.229
0.9,1.0,50.0,-40,0.36,3,0.303
0.9,1.0,50.0,-25,0.18,3,0.232
0.9,1.0,50.0,-25,0.36,3,0.307
0.9,1.0,50.0,0,0.18,3,0.235
0.9,1.0,50.0,0,0.36,3,0.314
0.9,1.0,50.0,25,0.18,3,0.239
0.9,1.0,50.0,25,0.36,3,0.321
0.9,1.0,50.0,75,0.18,3,0.247
0.9,1.0,50.0,75,0.36,3,0.335
0.9,1.0,50.0,100,0.18,3,0.25
0.9,1.0,50.0,100,0.36,3,0.341
0.9,1.0,50.0,125,0.18,3,0.254
0.9,1.0,50.0,125,0.36,3,0.347
0.9,1.0,100.0,-40,0.18,3,0.231
0.9,1.0,100.0,-40,0.36,3,0.306
0.9,1.0,100.0,-25,0.18,3,0.232
0.9,1.0,100.0,-25,0.36,3,0.308
0.9,1.0,100.0,0,0.18,3,0.234
0.9,1.0,100.0,0,0.36,3,0.312
0.9,1.0,100.0,25,0.18,3,0.237
0.9,1.0,100.0,25,0.36,3,0.318
0.9,1.0,100.0,75,0.18,3,0.244
0.9,1.0,100.0,75,0.36,3,0.329
0.9,1.0,100.0,100,0.18,3,0.247
0.9,1.0,100.0,100,0.36,3,0.334
0.9,1.0,100.0,125,0.18,3,0.25
0.9,1.0,100.0,125,0.36,3,0.34
0.9,1.0,200.0,-40,0.18,3,0.245
0.9,1.0,200.0,-40,0.36,3,0.327
0.9,1.0,200.0,-25,0.18,3,0.243
0.9,1.0,200.0,-25,0.36,3,0.324
0.9,1.0,200.0,0,0.18,3,0.242
0.9,1.0,200.0,0,0.36,3,0.324
0.9,1.0,200.0,25,0.18,3,0.243
0.9,1.0,200.0,25,0.36,3,0.326
0.9,1.0,200.0,75,0.18,3,0.246
0.9,1.0,200.0,75,0.36,3,0.333
0.9,1.0,200.0,100,0.18,3,0.249
0.9,1.0,200.0,100,0.36,3,0.337
0.9,1.0,200.0,125,0.18,3,0.251
0.9,1.0,200.0,125,0.36,3,0.341
0.9,1.0,400.0,-40,0.18,3,0.286
0.9,1.0,400.0,-40,0.36,3,0.389
0.9,1.0,400.0,-25,0.18,3,0.277
0.9,1.0,400.0,-25,0.36,3,0.376
0.9,1.0,400.0,0,0.18,3,0.269
0.9,1.0,400.0,0,0.36,3,0.366
0.9,1.0,400.0,25,0.18,3,0.266
0.9,1.0,400.0,25,0.36,3,0.362
0.9,1.0,400.0,75,0.18,3,0.264
0.9,1.0,400.0,75,0.36,3,0.361
0.9,1.0,400.0,100,0.18,3,0.265
0.9,1.0,400.0,100,0.36,3,0.362
0.9,1.0,400.0,125,0.18,3,0.265
0.9,1.0,400.0,125,0.36,3,0.364
0.9,5.45,10.0,-40,0.18,3,0.846
0.9,5.45,10.0,-40,0.36,3,0.934
0.9,5.45,10.0,-25,0.18,3,0.848
0.9,5.45,10.0,-25,0.36,3,0.939
0.9,5.45,10.0,0,0.18,3,0.852
0.9,5.45,10.0,0,0.36,3,0.946
0.9,5.45,10.0,25,0.18,3,0.856
0.9,5.45,10.0,25,0.36,3,0.953
0.9,5.45,10.0,75,0.18,3,0.862
0.9,5.45,10.0,75,0.36,3,0.966
0.9,5.45,10.0,100,0.18,3,0.866
0.9,5.45,10.0,100,0.36,3,0.972
0.9,5.45,10.0,125,0.18,3,0.868
0.9,5.45,10.0,125,0.36,3,0.978
0.9,5.45,50.0,-40,0.18,3,0.836
0.9,5.45,50.0,-40,0.36,3,0.912
0.9,5.45,50.0,-25,0.18,3,0.838
0.9,5.45,50.0,-25,0.36,3,0.917
0.9,5.45,50.0,0,0.18,3,0.842
0.9,5.45,50.0,0,0.36,3,0.925
0.9,5.45,50.0,25,0.18,3,0.846
0.9,5.45,50.0,25,0.36,3,0.932
0.9,5.45,50.0,75,0.18,3,0.853
0.9,5.45,50.0,75,0.36,3,0.945
0.9,5.45,50.0,100,0.18,3,0.856
0.9,5.45,50.0,100,0.36,3,0.951
0.9,5.45,50.0,125,0.18,3,0.858
0.9,5.45,50.0,125,0.36,3,0.957
0.9,5.45,100.0,-40,0.18,3,0.833
0.9,5.45,100.0,-40,0.36,3,0.907
0.9,5.45,100.0,-25,0.18,3,0.835
0.9,5.45,100.0,-25,0.36,3,0.911
0.9,5.45,100.0,0,0.18,3,0.839
0.9,5.45,100.0,0,0.36,3,0.917
0.9,5.45,100.0,25,0.18,3,0.843
0.9,5.45,100.0,25,0.36,3,0.924
0.9,5.45,100.0,75,0.18,3,0.849
0.9,5.45,100.0,75,0.36,3,0.937
0.9,5.45,100.0,100,0.18,3,0.852
0.9,5.45,100.0,100,0.36,3,0.943
0.9,5.45,100.0,125,0.18,3,0.855
0.9,5.45,100.0,125,0.36,3,0.948
0.9,5.45,200.0,-40,0.18,3,0.837
0.9,5.45,200.0,-40,0.36,3,0.915
0.9,5.45,200.0,-25,0.18,3,0.837
0.9,5.45,200.0,-25,0.36,3,0.915
0.9,5.45,200.0,0,0.18,3,0.839
0.9,5.45,200.0,0,0.36,3,0.918
0.9,5.45,200.0,25,0.18,3,0.842
0.9,5.45,200.0,25,0.36,3,0.923
0.9,5.45,200.0,75,0.18,3,0.847
0.9,5.45,200.0,75,0.36,3,0.933
0.9,5.45,200.0,100,0.18,3,0.85
0.9,5.45,200.0,100,0.36,3,0.938
0.9,5.45,200.0,125,0.18,3,0.852
0.9,5.45,200.0,125,0.36,3,0.943
0.9,5.45,400.0,-40,0.18,3,0.859
0.9,5.45,400.0,-40,0.36,3,0.951
0.9,5.45,400.0,-25,0.18,3,0.854
0.9,5.45,400.0,-25,0.36,3,0.942
0.9,5.45,400.0,0,0.18,3,0.85
0.9,5.45,400.0,0,0.36,3,0.938
0.9,5.45,400.0,25,0.18,3,0.85
0.9,5.45,400.0,25,0.36,3,0.938
0.9,5.45,400.0,75,0.18,3,0.852
0.9,5.45,400.0,75,0.36,3,0.942
0.9,5.45,400.0,100,0.18,3,0.852
0.9,5.45,400.0,100,0.36,3,0.945
0.9,5.45,400.0,125,0.18,3,0.849
0.9,5.45,400.0,125,0.36,3,0.948
0.9,9.91,10.0,-40,0.18,3,1.448
0.9,9.91,10.0,-40,0.36,3,1.538
0.9,9.91,10.0,-25,0.18,3,1.45
0.9,9.91,10.0,-25,0.36,3,1.542
0.9,9.91,10.0,0,0.18,3,1.454
0.9,9.91,10.0,0,0.36,3,1.548
0.9,9.91,10.0,25,0.18,3,1.457
0.9,9.91,10.0,25,0.36,3,1.555
0.9,9.91,10.0,75,0.18,3,1.464
0.9,9.91,10.0,75,0.36,3,1.568
0.9,9.91,10.0,100,0.18,3,1.466
0.9,9.91,10.0,100,0.36,3,1.574
0.9,9.91,10.0,125,0.18,3,1.467
0.9,9.91,10.0,125,0.36,3,1.579
0.9,9.91,50.0,-40,0.18,3,1.44
0.9,9.91,50.0,-40,0.36,3,1.518
0.9,9.91,50.0,-25,0.18,3,1.442
0.9,9.91,50.0,-25,0.36,3,1.522
0.9,9.91,50.0,0,0.18,3,1.445
0.9,9.91,50.0,0,0.36,3,1.53
0.9,9.91,50.0,25,0.18,3,1.449
0.9,9.91,50.0,25,0.36,3,1.536
0.9,9.91,50.0,75,0.18,3,1.455
0.9,9.91,50.0,75,0.36,3,1.549
0.9,9.91,50.0,100,0.18,3,1.457
0.9,9.91,50.0,100,0.36,3,1.554
0.9,9.91,50.0,125,0.18,3,1.457
0.9,9.91,50.0,125,0.36,3,1.559
0.9,9.91,100.0,-40,0.18,3,1.437
0.9,9.91,100.0,-40,0.36,3,1.511
0.9,9.91,100.0,-25,0.18,3,1.439
0.9,9.91,100.0,-25,0.36,3,1.516
0.9,9.91,100.0,0,0.18,3,1.442
0.9,9.91,100.0,0,0.36,3,1.523
0.9,9.91,100.0,25,0.18,3,1.446
0.9,9.91,100.0,25,0.36,3,1.529
0.9,9.91,100.0,75,0.18,3,1.451
0.9,9.91,100.0,75,0.36,3,1.542
0.9,9.91,100.0,100,0.18,3,1.453
0.9,9.91,100.0,100,0.36,3,1.547
0.9,9.91,100.0,125,0.18,3,1.452
0.9,9.91,100.0,125,0.36,3,1.552
0.9,9.91,200.0,-40,0.18,3,1.438
0.9,9.91,200.0,-40,0.36,3,1.513
0.9,9.91,200.0,-25,0.18,3,1.438
0.9,9.91,200.0,-25,0.36,3,1.515
0.9,9.91,200.0,0,0.18,3,1.441
0.9,9.91,200.0,0,0.36,3,1.52
0.9,9.91,200.0,25,0.18,3,1.444
0.9,9.91,200.0,25,0.36,3,1.525
0.9,9.91,200.0,75,0.18,3,1.448
0.9,9.91,200.0,75,0.36,3,1.537
0.9,9.91,200.0,100,0.18,3,1.447
0.9,9.91,200.0,100,0.36,3,1.542
0.9,9.91,200.0,125,0.18,3,1.439
0.9,9.91,200.0,125,0.36,3,1.546
0.9,9.91,400.0,-40,0.18,3,1.452
0.9,9.91,400.0,-40,0.36,3,1.539
0.9,9.91,400.0,-25,0.18,3,1.449
0.9,9.91,400.0,-25,0.36,3,1.533
0.9,9.91,400.0,0,0.18,3,1.447
0.9,9.91,400.0,0,0.36,3,1.531
0.9,9.91,400.0,25,0.18,3,1.446
0.9,9.91,400.0,25,0.36,3,1.533
0.9,9.91,400.0,75,0.18,3,1.413
0.9,9.91,400.0,75,0.36,3,1.539
0.9,9.91,400.0,100,0.18,3,1.368
0.9,9.91,400.0,100,0.36,3,1.542
0.9,9.91,400.0,125,0.18,3,1.302
0.9,9.91,400.0,125,0.36,3,1.542
0.9,14.36,10.0,-40,0.18,3,2.05
0.9,14.36,10.0,-40,0.36,3,2.14
0.9,14.36,10.0,-25,0.18,3,2.052
0.9,14.36,10.0,-25,0.36,3,2.144
0.9,14.36,10.0,0,0.18,3,2.055
0.9,14.36,10.0,0,0.36,3,2.15
0.9,14.36,10.0,25,0.18,3,2.058
0.9,14.36,10.0,25,0.36,3,2.156
0.9,14.36,10.0,75,0.18,3,2.062
0.9,14.36,10.0,75,0.36,3,2.169
0.9,14.36,10.0,100,0.18,3,2.058
0.9,14.36,10.0,100,0.36,3,2.174
0.9,14.36,10.0,125,0.18,3,2.044
0.9,14.36,10.0,125,0.36,3,2.179
0.9,14.36,50.0,-40,0.18,3,2.042
0.9,14.36,50.0,-40,0.36,3,2.122
0.9,14.36,50.0,-25,0.18,3,2.044
0.9,14.36,50.0,-25,0.36,3,2.126
0.9,14.36,50.0,0,0.18,3,2.047
0.9,14.36,50.0,0,0.36,3,2.133
0.9,14.36,50.0,25,0.18,3,2.05
0.9,14.36,50.0,25,0.36,3,2.139
0.9,14.36,50.0,75,0.18,3,2.052
0.9,14.36,50.0,75,0.36,3,2.151
0.9,14.36,50.0,100,0.18,3,2.045
0.9,14.36,50.0,100,0.36,3,2.156
0.9,14.36,50.0,125,0.18,3,2.026
0.9,14.36,50.0,125,0.36,3,2.161
0.9,14.36,100.0,-40,0.18,3,2.039
0.9,14.36,100.0,-40,0.36,3,2.115
0.9,14.36,100.0,-25,0.18,3,2.041
0.9,14.36,100.0,-25,0.36,3,2.119
0.9,14.36,100.0,0,0.18,3,2.045
0.9,14.36,100.0,0,0.36,3,2.126
0.9,14.36,100.0,25,0.18,3,2.048
0.9,14.36,100.0,25,0.36,3,2.133
0.9,14.36,100.0,75,0.18,3,2.047
0.9,14.36,100.0,75,0.36,3,2.144
0.9,14.36,100.0,100,0.18,3,2.034
0.9,14.36,100.0,100,0.36,3,2.15
0.9,14.36,100.0,125,0.18,3,2.005
0.9,14.36,100.0,125,0.36,3,2.154
0.9,14.36,200.0,-40,0.18,3,2.039
0.9,14.36,200.0,-40,0.36,3,2.115
0.9,14.36,200.0,-25,0.18,3,2.04
0.9,14.36,200.0,-25,0.36,3,2.117
0.9,14.36,200.0,0,0.18,3,2.043
0.9,14.36,200.0,0,0.36,3,2.122
0.9,14.36,200.0,25,0.18,3,2.045
0.9,14.36,200.0,25,0.36,3,2.128
0.9,14.36,200.0,75,0.18,3,2.029
0.9,14.36,200.0,75,0.36,3,2.139
0.9,14.36,200.0,100,0.18,3,1.996
0.9,14.36,200.0,100,0.36,3,2.144
0.9,14.36,200.0,125,0.18,3,1.938
0.9,14.36,200.0,125,0.36,3,2.146
0.9,14.36,400.0,-40,0.18,3,2.05
0.9,14.36,400.0,-40,0.36,3,2.134
0.9,14.36,400.0,-25,0.18,3,2.046
0.9,14.36,400.0,-25,0.36,3,2.13
0.9,14.36,400.0,0,0.18,3,2.039
0.9,14.36,400.0,0,0.36,3,2.129
0.9,14.36,400.0,25,0.18,3,2.009
0.9,14.36,400.0,25,0.36,3,2.132
0.9,14.36,400.0,75,0.18,3,1.81
0.9,14.36,400.0,75,0.36,3,2.133
0.9,14.36,400.0,100,0.18,3,1.657
0.9,14.36,400.0,100,0.36,3,2.121
0.9,14.36,400.0,125,0.18,3,1.499
0.9,14.36,400.0,125,0.36,3,2.093
0.9,18.82,10.0,-40,0.18,3,2.651
0.9,18.82,10.0,-40,0.36,3,2.741
0.9,18.82,10.0,-25,0.18,3,2.653
0.9,18.82,10.0,-25,0.36,3,2.745
0.9,18.82,10.0,0,0.18,3,2.656
0.9,18.82,10.0,0,0.36,3,2.751
0.9,18.82,10.0,25,0.18,3,2.659
0.9,18.82,10.0,25,0.36,3,2.758
0.9,18.82,10.0,75,0.18,3,2.646
0.9,18.82,10.0,75,0.36,3,2.77
0.9,18.82,10.0,100,0.18,3,2.614
0.9,18.82,10.0,100,0.36,3,2.775
0.9,18.82,10.0,125,0.18,3,2.552
0.9,18.82,10.0,125,0.36,3,2.779
0.9,18.82,50.0,-40,0.18,3,2.644
0.9,18.82,50.0,-40,0.36,3,2.725
0.9,18.82,50.0,-25,0.18,3,2.646
0.9,18.82,50.0,-25,0.36,3,2.729
0.9,18.82,50.0,0,0.18,3,2.649
0.9,18.82,50.0,0,0.36,3,2.735
0.9,18.82,50.0,25,0.18,3,2.651
0.9,18.82,50.0,25,0.36,3,2.741
0.9,18.82,50.0,75,0.18,3,2.63
0.9,18.82,50.0,75,0.36,3,2.753
0.9,18.82,50.0,100,0.18,3,2.586
0.9,18.82,50.0,100,0.36,3,2.757
0.9,18.82,50.0,125,0.18,3,2.51
0.9,18.82,50.0,125,0.36,3,2.759
0.9,18.82,100.0,-40,0.18,3,2.641
0.9,18.82,100.0,-40,0.36,3,2.718
0.9,18.82,100.0,-25,0.18,3,2.643
0.9,18.82,100.0,-25,0.36,3,2.722
0.9,18.82,100.0,0,0.18,3,2.646
0.9,18.82,100.0,0,0.36,3,2.729
0.9,18.82,100.0,25,0.18,3,2.647
0.9,18.82,100.0,25,0.36,3,2.735
0.9,18.82,100.0,75,0.18,3,2.611
0.9,18.82,100.0,75,0.36,3,2.746
0.9,18.82,100.0,100,0.18,3,2.55
0.9,18.82,100.0,100,0.36,3,2.75
0.9,18.82,100.0,125,0.18,3,2.454
0.9,18.82,100.0,125,0.36,3,2.751
0.9,18.82,200.0,-40,0.18,3,2.641
0.9,18.82,200.0,-40,0.36,3,2.716
0.9,18.82,200.0,-25,0.18,3,2.642
0.9,18.82,200.0,-25,0.36,3,2.719
0.9,18.82,200.0,0,0.18,3,2.644
0.9,18.82,200.0,0,0.36,3,2.725
0.9,18.82,200.0,25,0.18,3,2.638
0.9,18.82,200.0,25,0.36,3,2.731
0.9,18.82,200.0,75,0.18,3,2.543
0.9,18.82,200.0,75,0.36,3,2.74
0.9,18.82,200.0,100,0.18,3,2.432
0.9,18.82,200.0,100,0.36,3,2.741
0.9,18.82,200.0,125,0.18,3,2.285
0.9,18.82,200.0,125,0.36,3,2.733
0.9,18.82,400.0,-40,0.18,3,2.647
0.9,18.82,400.0,-40,0.36,3,2.731
0.9,18.82,400.0,-25,0.18,3,2.639
0.9,18.82,400.0,-25,0.36,3,2.728
0.9,18.82,400.0,0,0.18,3,2.592
0.9,18.82,400.0,0,0.36,3,2.729
0.9,18.82,400.0,25,0.18,3,2.463
0.9,18.82,400.0,25,0.36,3,2.73
0.9,18.82,400.0,75,0.18,3,2.005
0.9,18.82,400.0,75,0.36,3,2.695
0.9,18.82,400.0,100,0.18,3,1.775
0.9,18.82,400.0,100,0.36,3,2.634
0.9,18.82,400.0,125,0.18,3,1.577
0.9,18.82,400.0,125,0.36,3,2.535
0.9,23.27,10.0,-40,0.18,3,3.253
0.9,23.27,10.0,-40,0.36,3,3.343
0.9,23.27,10.0,-25,0.18,3,3.255
0.9,23.27,10.0,-25,0.36,3,3.346
0.9,23.27,10.0,0,0.18,3,3.257
0.9,23.27,10.0,0,0.36,3,3.353
0.9,23.27,10.0,25,0.18,3,3.256
0.9,23.27,10.0,25,0.36,3,3.359
0.9,23.27,10.0,75,0.18,3,3.19
0.9,23.27,10.0,75,0.36,3,3.37
0.9,23.27,10.0,100,0.18,3,3.095
0.9,23.27,10.0,100,0.36,3,3.374
0.9,23.27,10.0,125,0.18,3,2.956
0.9,23.27,10.0,125,0.36,3,3.371
0.9,23.27,50.0,-40,0.18,3,3.246
0.9,23.27,50.0,-40,0.36,3,3.327
0.9,23.27,50.0,-25,0.18,3,3.248
0.9,23.27,50.0,-25,0.36,3,3.331
0.9,23.27,50.0,0,0.18,3,3.25
0.9,23.27,50.0,0,0.36,3,3.337
0.9,23.27,50.0,25,0.18,3,3.246
0.9,23.27,50.0,25,0.36,3,3.343
0.9,23.27,50.0,75,0.18,3,3.156
0.9,23.27,50.0,75,0.36,3,3.353
0.9,23.27,50.0,100,0.18,3,3.04
0.9,23.27,50.0,100,0.36,3,3.355
0.9,23.27,50.0,125,0.18,3,2.88
0.9,23.27,50.0,125,0.36,3,3.349
0.9,23.27,100.0,-40,0.18,3,3.243
0.9,23.27,100.0,-40,0.36,3,3.32
0.9,23.27,100.0,-25,0.18,3,3.245
0.9,23.27,100.0,-25,0.36,3,3.325
0.9,23.27,100.0,0,0.18,3,3.246
0.9,23.27,100.0,0,0.36,3,3.331
0.9,23.27,100.0,25,0.18,3,3.237
0.9,23.27,100.0,25,0.36,3,3.337
0.9,23.27,100.0,75,0.18,3,3.107
0.9,23.27,100.0,75,0.36,3,3.347
0.9,23.27,100.0,100,0.18,3,2.962
0.9,23.27,100.0,100,0.36,3,3.345
0.9,23.27,100.0,125,0.18,3,2.776
0.9,23.27,100.0,125,0.36,3,3.333
0.9,23.27,200.0,-40,0.18,3,3.242
0.9,23.27,200.0,-40,0.36,3,3.318
0.9,23.27,200.0,-25,0.18,3,3.243
0.9,23.27,200.0,-25,0.36,3,3.321
0.9,23.27,200.0,0,0.18,3,3.238
0.9,23.27,200.0,0,0.36,3,3.327
0.9,23.27,200.0,25,0.18,3,3.204
0.9,23.27,200.0,25,0.36,3,3.333
0.9,23.27,200.0,75,0.18,3,2.947
0.9,23.27,200.0,75,0.36,3,3.336
0.9,23.27,200.0,100,0.18,3,2.733
0.9,23.27,200.0,100,0.36,3,3.322
0.9,23.27,200.0,125,0.18,3,2.497
0.9,23.27,200.0,125,0.36,3,3.286
0.9,23.27,400.0,-40,0.18,3,3.238
0.9,23.27,400.0,-40,0.36,3,3.33
0.9,23.27,400.0,-25,0.18,3,3.204
0.9,23.27,400.0,-25,0.36,3,3.328
0.9,23.27,400.0,0,0.18,3,3.05
0.9,23.27,400.0,0,0.36,3,3.328
0.9,23.27,400.0,25,0.18,3,2.757
0.9,23.27,400.0,25,0.36,3,3.318
0.9,23.27,400.0,75,0.18,3,2.096
0.9,23.27,400.0,75,0.36,3,3.186
0.9,23.27,400.0,100,0.18,3,1.834
0.9,23.27,400.0,100,0.36,3,3.034
0.9,23.27,400.0,125,0.18,3,1.619
0.9,23.27,400.0,125,0.36,3,2.836
0.9,27.73,10.0,-40,0.18,3,3.854
0.9,27.73,10.0,-40,0.36,3,3.944
0.9,27.73,10.0,-25,0.18,3,3.856
0.9,27.73,10.0,-25,0.36,3,3.948
0.9,27.73,10.0,0,0.18,3,3.856
0.9,27.73,10.0,0,0.36,3,3.954
0.9,27.73,10.0,25,0.18,3,3.842
0.9,27.73,10.0,25,0.36,3,3.96
0.9,27.73,10.0,75,0.18,3,3.667
0.9,27.73,10.0,75,0.36,3,3.969
0.9,27.73,10.0,100,0.18,3,3.483
0.9,27.73,10.0,100,0.36,3,3.966
0.9,27.73,10.0,125,0.18,3,3.253
0.9,27.73,10.0,125,0.36,3,3.947
0.9,27.73,50.0,-40,0.18,3,3.847
0.9,27.73,50.0,-40,0.36,3,3.929
0.9,27.73,50.0,-25,0.18,3,3.849
0.9,27.73,50.0,-25,0.36,3,3.933
0.9,27.73,50.0,0,0.18,3,3.848
0.9,27.73,50.0,0,0.36,3,3.939
0.9,27.73,50.0,25,0.18,3,3.825
0.9,27.73,50.0,25,0.36,3,3.945
0.9,27.73,50.0,75,0.18,3,3.604
0.9,27.73,50.0,75,0.36,3,3.951
0.9,27.73,50.0,100,0.18,3,3.392
0.9,27.73,50.0,100,0.36,3,3.943
0.9,27.73,50.0,125,0.18,3,3.142
0.9,27.73,50.0,125,0.36,3,3.916
0.9,27.73,100.0,-40,0.18,3,3.845
0.9,27.73,100.0,-40,0.36,3,3.923
0.9,27.73,100.0,-25,0.18,3,3.846
0.9,27.73,100.0,-25,0.36,3,3.927
0.9,27.73,100.0,0,0.18,3,3.841
0.9,27.73,100.0,0,0.36,3,3.933
0.9,27.73,100.0,25,0.18,3,3.803
0.9,27.73,100.0,25,0.36,3,3.939
0.9,27.73,100.0,75,0.18,3,3.512
0.9,27.73,100.0,75,0.36,3,3.942
0.9,27.73,100.0,100,0.18,3,3.265
0.9,27.73,100.0,100,0.36,3,3.926
0.9,27.73,100.0,125,0.18,3,2.991
0.9,27.73,100.0,125,0.36,3,3.885
0.9,27.73,200.0,-40,0.18,3,3.843
0.9,27.73,200.0,-40,0.36,3,3.92
0.9,27.73,200.0,-25,0.18,3,3.842
0.9,27.73,200.0,-25,0.36,3,3.923
0.9,27.73,200.0,0,0.18,3,3.815
0.9,27.73,200.0,0,0.36,3,3.929
0.9,27.73,200.0,25,0.18,3,3.717
0.9,27.73,200.0,25,0.36,3,3.934
0.9,27.73,200.0,75,0.18,3,3.236
0.9,27.73,200.0,75,0.36,3,3.917
0.9,27.73,200.0,100,0.18,3,2.923
0.9,27.73,200.0,100,0.36,3,3.869
0.9,27.73,200.0,125,0.18,3,2.622
0.9,27.73,200.0,125,0.36,3,3.78
0.9,27.73,400.0,-40,0.18,3,3.803
0.9,27.73,400.0,-40,0.36,3,3.929
0.9,27.73,400.0,-25,0.18,3,3.706
0.9,27.73,400.0,-25,0.36,3,3.927
0.9,27.73,400.0,0,0.18,3,3.373
0.9,27.73,400.0,0,0.36,3,3.921
0.9,27.73,400.0,25,0.18,3,2.917
0.9,27.73,400.0,25,0.36,3,3.882
0.9,27.73,400.0,75,0.18,3,2.15
0.9,27.73,400.0,75,0.36,3,3.575
0.9,27.73,400.0,100,0.18,3,1.873
0.9,27.73,400.0,100,0.36,3,3.309
0.9,27.73,400.0,125,0.18,3,1.648
0.9,27.73,400.0,125,0.36,3,3.02
0.9,32.18,10.0,-40,0.18,3,4.455
0.9,32.18,10.0,-40,0.36,3,4.545
0.9,32.18,10.0,-25,0.18,3,4.456
0.9,32.18,10.0,-25,0.36,3,4.549
0.9,32.18,10.0,0,0.18,3,4.45
0.9,32.18,10.0,0,0.36,3,4.555
0.9,32.18,10.0,25,0.18,3,4.405
0.9,32.18,10.0,25,0.36,3,4.561
0.9,32.18,10.0,75,0.18,3,4.065
0.9,32.18,10.0,75,0.36,3,4.563
0.9,32.18,10.0,100,0.18,3,3.779
0.9,32.18,10.0,100,0.36,3,4.543
0.9,32.18,10.0,125,0.18,3,3.463
0.9,32.18,10.0,125,0.36,3,4.495
0.9,32.18,50.0,-40,0.18,3,4.449
0.9,32.18,50.0,-40,0.36,3,4.531
0.9,32.18,50.0,-25,0.18,3,4.449
0.9,32.18,50.0,-25,0.36,3,4.535
0.9,32.18,50.0,0,0.18,3,4.437
0.9,32.18,50.0,0,0.36,3,4.541
0.9,32.18,50.0,25,0.18,3,4.373
0.9,32.18,50.0,25,0.36,3,4.546
0.9,32.18,50.0,75,0.18,3,3.965
0.9,32.18,50.0,75,0.36,3,4.542
0.9,32.18,50.0,100,0.18,3,3.651
0.9,32.18,50.0,100,0.36,3,4.512
0.9,32.18,50.0,125,0.18,3,3.32
0.9,32.18,50.0,125,0.36,3,4.447
0.9,32.18,100.0,-40,0.18,3,4.446
0.9,32.18,100.0,-40,0.36,3,4.525
0.9,32.18,100.0,-25,0.18,3,4.445
0.9,32.18,100.0,-25,0.36,3,4.529
0.9,32.18,100.0,0,0.18,3,4.422
0.9,32.18,100.0,0,0.36,3,4.535
0.9,32.18,100.0,25,0.18,3,4.327
0.9,32.18,100.0,25,0.36,3,4.54
0.9,32.18,100.0,75,0.18,3,3.822
0.9,32.18,100.0,75,0.36,3,4.525
0.9,32.18,100.0,100,0.18,3,3.476
0.9,32.18,100.0,100,0.36,3,4.479
0.9,32.18,100.0,125,0.18,3,3.132
0.9,32.18,100.0,125,0.36,3,4.389
0.9,32.18,200.0,-40,0.18,3,4.443
0.9,32.18,200.0,-40,0.36,3,4.522
0.9,32.18,200.0,-25,0.18,3,4.433
0.9,32.18,200.0,-25,0.36,3,4.525
0.9,32.18,200.0,0,0.18,3,4.358
0.9,32.18,200.0,0,0.36,3,4.531
0.9,32.18,200.0,25,0.18,3,4.155
0.9,32.18,200.0,25,0.36,3,4.533
0.9,32.18,200.0,75,0.18,3,3.429
0.9,32.18,200.0,75,0.36,3,4.47
0.9,32.18,200.0,100,0.18,3,3.043
0.9,32.18,200.0,100,0.36,3,4.365
0.9,32.18,200.0,125,0.18,3,2.699
0.9,32.18,200.0,125,0.36,3,4.201
0.9,32.18,400.0,-40,0.18,3,4.315
0.9,32.18,400.0,-40,0.36,3,4.529
0.9,32.18,400.0,-25,0.18,3,4.108
0.9,32.18,400.0,-25,0.36,3,4.525
0.9,32.18,400.0,0,0.18,3,3.567
0.9,32.18,400.0,0,0.36,3,4.5
0.9,32.18,400.0,25,0.18,3,3.008
0.9,32.18,400.0,25,0.36,3,4.4
0.9,32.18,400.0,75,0.18,3,2.188
0.9,32.18,400.0,75,0.36,3,3.854
0.9,32.18,400.0,100,0.18,3,1.9
0.9,32.18,400.0,100,0.36,3,3.485
0.9,32.18,400.0,125,0.18,3,1.669
0.9,32.18,400.0,125,0.36,3,3.132
0.9,36.64,10.0,-40,0.18,3,5.056
0.9,36.64,10.0,-40,0.36,3,5.147
0.9,36.64,10.0,-25,0.18,3,5.056
